cpu_ipc (Instructions per cycle),cpu_cpi (Cycles per instruction),icache_miss_rate (Misses per access),icache_avg_miss_latency (ns),dcache_miss_rate (Misses per access),dcache_avg_miss_latency (ns),trafficgen_avg_read_latency (ns),trafficgen_avg_write_latency (ns),trafficgen_read_bw (MB/s),trafficgen_write_bw (MB/s),dram1_avg_mem_acc_lat (ns),dram1_avg_rd_bw (MB/s),dram1_avg_wr_bw (MB/s),dram2_avg_mem_acc_lat (ns),dram2_avg_rd_bw (MB/s),dram2_avg_wr_bw (MB/s)
0.035452,28.207256,0.053434,171.064981949,0.090957,186.976608187,474.22493523300005,72.653367097,5802.452837449546,3850.3466907111588,54.569089999999996,183.7276372909546,N/A,539.22232,4142.223096847534,3181.828628540039
