cpu_ipc (Instructions per cycle),cpu_cpi (Cycles per instruction),icache_miss_rate (Misses per access),icache_avg_miss_latency (ns),dcache_miss_rate (Misses per access),dcache_avg_miss_latency (ns),trafficgen_avg_read_latency (ns),trafficgen_avg_write_latency (ns),trafficgen_read_bw (MB/s),trafficgen_write_bw (MB/s),dram1_avg_mem_acc_lat (ns),dram1_avg_rd_bw (MB/s),dram1_avg_wr_bw (MB/s),dram1_bus_util (%),dram2_avg_mem_acc_lat (ns),dram2_avg_rd_bw (MB/s),dram2_avg_wr_bw (MB/s),dram2_bus_util (%)
0.035789,27.941721,0.053434,177.563176895,0.090957,168.43274853800003,202.52143119000002,75.39914114599999,7565.637971013992,5032.236800644363,55.751419999999996,184.2090368270874,N/A,1.76,165.69525,3341.476053237915,510.895544052124,36.65
